"x" "y" "z"
1.235929 -0.5587913 -0.2223388
0.7273655 -0.1008654 0.08551575
0.9961904 -0.3640769 0.03222409
1.126141 -0.5252694 -0.5077461
0.6030565 -0.1644673 -0.1707159
1.099427 -0.5410367 -0.5722309
1.239422 0.002897513 -0.5156305
1.049595 -0.1774851 -0.2821067
0.664336 -0.1876571 -0.2084731
0.9664918 -0.2214976 -0.2386763
0.5775302 -0.2005192 -0.1245679
0.6212741 0.005076534 -0.2272344
1.035032 -0.3515175 -0.233278
0.762239 -0.4171125 -0.3069236
0.8258236 -0.1187167 -0.4897918
0.6846622 -0.1032332 -0.2755419
1.964238 -0.691261 -0.4218279
0.6259189 -0.07720233 -0.1876281
1.341561 -0.1778423 0.1356153
1.085438 -0.7279622 -0.413233
0.8956356 -0.373771 -0.2859753
0.8789821 -0.3711897 -0.1979894
0.8238511 -0.4360831 -0.2932352
1.257456 -0.5532313 -0.613913
0.9428104 -0.468128 -0.4729742
1.211744 -0.2272651 -0.273668
1.320168 -0.4730897 -0.7029057
0.8798266 -0.3938191 -0.2938012
0.9676354 -0.08374478 -0.3537946
1.145094 -0.4944967 -0.9018297
0.8710882 -0.2533496 -0.4863208
0.7749569 -0.396296 -0.527803
0.658053 -0.1926345 -0.4760003
0.6403076 -0.3211135 -0.3050861
0.6665264 -0.07165793 -0.4183871
1.125342 -0.1584652 -0.5504819
1.071082 -0.2175226 -0.9184048
0.8636525 -0.2290042 -0.9066218
0.6534859 -0.3563314 -0.465259
0.7389834 -0.3889558 -0.6427448
0.6116087 -0.384618 -0.6088266
0.7109424 -0.4679919 -0.6320067
0.6344688 -0.1869601 -0.3245731
0.9411204 -0.3078113 0.1874804
0.9644581 -0.3357709 0.215917
0.9731775 -0.3334362 0.1868665
0.9705785 -0.3366959 0.1775866
0.9661987 -0.3484362 0.153262
0.9713006 -0.3378268 0.1695337
0.9670246 -0.3444557 0.1753503
0.9634514 -0.3364705 0.1882126
0.9700827 -0.3266566 0.1774524
0.96844 -0.3316668 0.1870909
0.97002 -0.3354008 0.1732205
0.9473799 -0.4100829 0.1339954
0.9534131 -0.3775848 0.1780374
0.9541388 -0.3826527 0.1654265
0.9606725 -0.3847914 0.1593597
0.9562964 -0.3814879 0.1633498
0.9542695 -0.378574 0.1590394
0.9556284 -0.3824942 0.1542374
0.9580939 -0.3810342 0.1552163
0.9567623 -0.3898065 0.1584855
0.9551037 -0.3931723 0.1510734
0.9532493 -0.3938149 0.1541391
0.9588362 -0.3826182 0.1442595
0.9915807 -0.07868399 0.2616006
0.984931 -0.01291126 0.2827597
0.969021 0.006808931 0.3182624
0.970219 0.004323847 0.3140899
0.9707556 0.01722605 0.3296622
0.9730965 0.01229178 0.3191426
0.9506504 0.01941546 0.3487439
0.9695667 0.01895635 0.3378641
0.9705981 0.02088901 0.3350363
0.9621757 0.01948329 0.3389157
0.9664999 0.01825266 0.3390267
1.020184 0.0117804 0.2422443
0.9954817 -0.1045385 0.2358274
1.000795 -0.1459067 0.2235747
1.0034 -0.1354993 0.2276891
0.988682 -0.1253992 0.2476643
0.9938662 -0.1354168 0.2517043
0.9938826 -0.1322849 0.2443076
0.9914785 -0.1269604 0.2511456
0.9946465 -0.1202538 0.250202
0.9938252 -0.1176744 0.2499277
0.9991136 -0.09422703 0.2550153
-0.0413363 0.6993203 0.7138549
0.02190142 0.745234 0.6598317
0.01671509 0.7388734 0.6653322
0.01017457 0.7441831 0.6616249
0.007269797 0.7466165 0.6640022
0.007972257 0.7495696 0.6682011
0.009602177 0.7509079 0.6699438
0.007476758 0.7473761 0.660556
-0.004462329 0.7377654 0.6592273
0.001633595 0.748261 0.6697702
0.007325228 0.7430112 0.6569356
0.08438451 0.7999485 0.4817963
0.07825106 0.7981103 0.5848289
0.09864053 0.7983834 0.584171
0.1048161 0.7967637 0.5829517
0.08916949 0.8173451 0.5821517
0.1105865 0.7965048 0.5865072
0.1046054 0.8008077 0.5828719
0.1127982 0.8043576 0.5760975
0.102785 0.8040792 0.5801677
0.1055115 0.8025851 0.5827355
0.1021145 0.7985965 0.5824495
0.1009331 0.8049762 0.5819789
0.102715 0.8021143 0.5799675
1.224267 -0.374895 0.04451943
0.9341027 -0.6380952 0.09929611
0.7066038 -0.2389219 0.1968758
1.465573 -0.1630849 0.4641663
0.7303639 -0.3884083 0.168695
0.949749 -0.1573874 0.171888
1.028092 -0.1470615 0.2773648
0.9557042 -0.4908614 0.1159804
0.7665099 -0.2563417 0.2044018
0.9356838 -0.2440428 0.2636042
1.331285 -0.7435481 0.1080454
0.9267478 -0.5267815 0.09509912
0.9645585 -0.164235 0.1706214
1.073068 -0.1654826 0.213247
0.8275033 -0.6859205 0.1215995
0.9137303 -0.1449399 0.1394353
1.158268 -0.4768614 -0.1167641
0.7664646 -0.222264 0.1545954
1.421098 -0.1981681 0.3881695
0.8731283 -0.6848695 0.1161618
0.914385 -0.1457857 0.1495109
1.365287 -0.2685886 0.1737108
0.8369357 -0.3013181 0.1166015
0.868363 -0.2672303 0.284191
1.28874 -0.9504394 -0.007814056
0.6865174 -0.4143133 0.1244372
0.9925022 -0.1889334 0.1671842
1.343308 -0.5020984 -0.1038853
0.7639996 -0.3269494 0.1505317
0.6720077 -0.231964 0.1791486
0.7692285 -0.2290914 0.3394926
0.579842 -0.2698927 0.2927817
0.8931595 -0.3090245 0.2334851
0.6565084 -0.1589586 0.1438634
1.304646 -0.6636919 -0.1877674
1.099492 -0.01488273 0.237881
0.859171 -0.437016 -0.1033436
0.6743878 -0.243347 0.01011773
1.26836 -0.6740558 0.265779
0.5652208 -0.07785808 0.3449114
0.8060453 -0.3929902 0.1840394
1.510814 -0.761571 -0.115191
0.9064071 -0.03778999 -0.005677573
0.6500321 -0.1459526 0.03777336
0.7285636 -0.1646529 0.04021243
0.7364927 0.0373725 0.09714932
1.922491 -0.6021022 0.3354292
0.7267842 -0.08033334 0.1089034
0.6077504 -0.1354275 0.2010903
1.011918 -0.5361535 -0.07181095
0.9763904 -0.5435311 -0.3207289
0.7601397 -0.5406789 0.1218596
1.037562 -0.217469 -0.040368
1.117072 -0.2273545 0.08018882
1.189724 -0.7820039 -0.2237731
0.7408417 -0.4277804 -0.03027981
1.24556 -0.953403 -0.1469544
0.8180681 -0.3536449 -0.006575786
0.8462856 -0.58118 -0.06214768
0.7453363 -0.6472356 0.06355131
0.8159806 -0.3677885 0.3017497
0.6507745 -0.2605327 0.1406367
0.8162947 -0.4051016 0.2191149
0.8895478 -0.4234473 0.08307454
1.439798 -0.825401 0.2335477
0.9038102 -0.6690025 -0.1134852
0.8605202 -0.5761523 -0.1250256
0.7116527 -0.2745611 0.02846356
0.8186692 -0.4258123 -0.06082315
1.024186 -0.3065968 -0.01631839
0.8935309 -0.4888392 -0.0508711
0.8914298 -0.5643241 -0.08711951
0.5170446 -0.3461944 0.042423
0.6703897 -0.3859588 0.1485509
0.6952896 -0.3325062 0.0741336
1.083448 -0.1129645 0.0741953
0.9937554 -0.02417739 0.2420851
1.003521 -0.003918061 0.2430443
1.017975 -0.05460651 0.1734575
1.014467 -0.0791919 0.1876492
1.003834 -0.0333346 0.2428705
1.005022 -0.04602832 0.1988171
0.9903713 -0.007041573 0.2366423
0.9881892 -0.03118699 0.2386527
1.003166 -0.02360835 0.2268826
0.9952479 -0.0287078 0.2364782
0.9993744 -0.03685207 0.2314541
0.9970219 -0.03619658 0.2286162
1.002887 -0.05196858 0.2116311
1.002599 -0.04283554 0.2204591
1.008959 -0.04448443 0.1918399
1.017397 -0.05631977 0.2105041
1.014571 -0.06530519 0.1620876
1.014473 -0.04311501 0.152721
1.016355 -0.06527107 0.1479147
1.018384 -0.06888719 0.1633498
1.011774 -0.08350203 0.1741559
1.016468 -0.08586066 0.1796809
1.016739 -0.05164232 0.1809962
1.00895 -0.07605905 0.1772349
1.007934 -0.09434819 0.1673824
1.015853 -0.1007364 0.1634288
1.008438 -0.06618539 0.177031
0.9687539 0.213929 0.1920353
0.9362124 0.2966921 0.2259779
0.9394746 0.3008867 0.2113411
0.9430818 0.300225 0.2239839
0.9448136 0.2929357 0.1982233
0.9405431 0.3008966 0.2145028
0.9389874 0.3001169 0.2127144
0.9331544 0.3174315 0.1983761
0.9447934 0.3181204 0.1758763
0.9420786 0.314691 0.1880941
0.9365606 0.3204844 0.1947077
0.9428016 0.3232102 0.1792615
1.027248 -0.03640028 0.09219695
1.030885 -0.03031209 0.09099575
1.030724 0.004061578 0.09085765
1.012074 -0.01619378 0.1007532
1.017354 0.02748944 0.1148587
1.026772 -0.004505138 0.1122233
1.02142 0.01141269 0.1094093
1.018741 0.01582573 0.1178608
1.021349 0.01177038 0.08775521
1.019186 0.01186877 0.1324194
1.019954 0.03695604 0.1216338
1.014059 0.04822953 0.122567
0.04035472 0.7924136 0.4600979
0.05378475 0.8970043 0.4434115
0.03593907 0.8976271 0.4395177
0.04321461 0.9063228 0.4451061
0.02447017 0.8887532 0.4573634
0.02861312 0.8942431 0.4491265
0.02202401 0.8914824 0.4562555
0.03475939 0.8875178 0.4598478
0.02643324 0.8928551 0.4512048
0.03070745 0.8965537 0.4429468
0.024542 0.8893893 0.4536399
0.02509563 0.8901996 0.450097
0.03077089 0.8945764 0.4412171
0.02221303 0.891489 0.4584071
0.03247106 0.8914882 0.4474527
0.02872661 0.8932364 0.4501176
0.0317959 0.8218023 0.4945733
5.661666e-05 0.8311638 0.5090376
0.01527808 0.8896958 0.4264089
0.01868933 0.903034 0.4395906
0.01950589 0.9094681 0.4365915
0.02501539 0.907579 0.4332934
0.02569394 0.8997176 0.430759
0.01812713 0.9018818 0.4354844
0.02412289 0.9033038 0.4343016
0.03090664 0.9018605 0.432785
0.02271593 0.9050964 0.4326994
0.02861438 0.9044749 0.4317167
0.02065676 0.8993192 0.4319792
0.03225249 0.9077824 0.4308643
0.9494354 -0.04842266 0.02264928
1.271286 0.198344 0.2454702
1.35721 -0.07332771 0.08989379
0.8936602 -0.1065377 0.2327583
0.8207088 -0.2638976 0.02392897
0.9330174 0.04255486 0.09706113
1.34263 -0.3336127 0.1054533
0.9518731 -0.02744642 0.1437234
1.161936 -0.06175953 0.2899963
0.8809088 -0.2622856 0.03742719
1.114566 0.112413 0.1287954
1.213419 -0.1541678 0.1030099
0.7731158 -0.07984292 0.1447171
1.134906 0.000346207 0.3782886
1.018914 -0.1625742 0.1410438
0.9449444 0.06392221 0.1257153
1.034905 -0.06471679 0.2576166
1.034328 -0.2495825 0.06129325
0.948011 0.09560112 0.1172842
0.7504182 -0.2103371 0.1188172
0.8558957 -0.1109165 0.20867
0.9444434 -0.2776431 0.05937841
0.9073812 -0.01964352 0.05922728
1.207366 -0.457574 0.03206064
0.785901 -0.06238443 0.1186714
1.265629 -0.09855663 0.1612918
0.8423152 0.0533331 0.03788673
1.256696 -0.06825176 0.1999879
0.9374182 -0.01485476 0.1044453
0.9658787 -0.05039449 0.2338237
1.038206 -0.213127 0.02413873
1.045034 0.07171768 0.07885801
1.288792 0.02881073 0.1237082
1.39362 -0.2494601 0.1259712
0.8127597 -0.1022499 0.1298102
0.5598613 0.001184732 0.1639821
1.047402 -0.09510992 0.06314439
0.6638145 -0.02146635 0.1153103
0.7851915 -0.0713258 0.1359838
0.7653232 0.01726819 0.05846094
0.8046891 -0.06280878 0.1012381
0.8683655 -0.00167483 0.2083149
1.841849 -0.1469172 0.08827474
0.9305607 -0.1269152 0.08327829
0.7875587 -0.04941045 0.1154273
0.915919 -0.03447811 0.2087681
1.167418 -0.1876675 0.05500116
1.689694 -0.2969305 0.313004
0.5663508 0.02370856 0.1892609
0.971991 -0.135916 0.2452559
0.7225615 -0.101773 0.1429914
1.099239 -0.02757584 0.3094908
1.000755 -0.1369977 0.2274523
1.445764 -0.3878344 0.1350302
0.9712308 -0.1594205 0.3022091
0.6403903 -0.1828193 0.0477
1.082118 -0.333671 0.01509443
1.394709 -0.2852974 -0.05326249
1.015255 -0.01746384 0.008161904
1.130684 -0.6655732 0.2838335
0.9317987 -0.1704736 0.2044611
0.7500666 -0.1596233 0.03745145
0.9759232 -0.01841389 0.06746418
0.7526243 -0.2169679 -0.02074652
0.7482924 -0.08102827 -0.0301533
0.9759187 0.06443109 0.02401791
0.7945234 -0.1212664 0.01073872
0.9419757 -0.162107 -0.02428555
0.8201 -0.1839316 0.01317639
0.7331065 -0.2406156 -0.008228143
0.9794938 -0.3105005 0.07531816
1.007538 -0.3029038 0.05365768
1.285143 -0.4605751 0.2812689
1.058411 -0.3219506 -0.07920145
1.124938 -0.167081 -0.0287258
1.741508 -0.1731867 -0.09875187
0.8863576 -0.391217 -0.07953375
1.093951 -0.2944627 0.185567
1.120219 -0.6550686 -0.07853531
0.850458 -0.2337786 0.03475062
0.9012017 -0.2795584 0.03676185
0.953833 -0.3614949 -0.04015019
1.071193 -0.182216 0.07319915
0.9741037 -0.05103138 0.1939633
1.007315 -0.05518312 0.2052969
0.9956597 -0.01176673 0.17114
1.003527 -0.03223101 0.1661775
1.022334 -0.01509912 0.16617
1.01557 -0.04704258 0.1485801
1.019518 -0.05272882 0.1386007
1.016834 -0.06590778 0.1388252
1.016289 -0.06346309 0.1206285
1.021773 -0.07527145 0.132994
1.010314 -0.03584015 0.1683362
1.012737 -0.05290185 0.1573845
1.014701 -0.03533473 0.1618121
1.016551 -0.06323683 0.1455666
1.011236 -0.05799433 0.140091
1.025494 -0.08789685 0.1042604
1.023248 -0.04360382 0.105778
1.019435 -0.06815573 0.1176672
1.018804 -0.06267801 0.1022963
1.022462 -0.1030198 0.07609922
1.015251 0.027643 0.09104337
1.02183 -0.02041881 0.1145115
1.01491 -0.07467656 0.124053
1.021948 -0.05072892 0.1162749
1.020314 -0.01956817 0.09405412
1.023299 -0.01978504 0.09228401
1.017744 -0.03764846 0.1139453
0.8507951 0.5565777 0.02131659
0.8362377 0.5412653 0.07518735
0.8404082 0.540259 0.05256752
0.8342779 0.5379825 0.05708131
0.8403592 0.5356783 0.06000703
0.8354538 0.5358136 0.06132816
0.8408209 0.5349998 0.054423
0.8394969 0.5533881 0.07222221
0.8246804 0.5499989 0.07617561
0.8224982 0.5378879 0.08922512
0.8331837 0.546602 0.07250508
0.8309934 0.5440846 0.06458316
0.8291611 0.5473177 0.06230838
0.8297467 0.549904 0.06445435
0.9353735 0.28627 0.2230249
1.026534 0.004538645 0.05966243
1.028116 0.02459046 0.04110545
1.025434 -0.0180301 0.0268516
1.028108 -0.05126887 0.02075678
1.023464 -0.0336329 0.0293463
1.024993 -0.0118277 0.02292972
1.03539 0.01903077 0.03902402
1.028028 0.04909034 0.03024031
1.01342 0.1133518 0.08089808
1.022744 0.08039198 0.03507751
1.102203 0.1607174 -0.002605135
0.02219218 0.9981589 0.162913
0.08492261 0.9348067 0.1695681
0.0550582 0.9833037 0.1724538
0.06294675 0.9801346 0.1667546
0.06069928 0.9826536 0.1689214
0.06322613 0.985464 0.2194036
0.04802378 1.003548 0.1531667
0.06144731 0.9766281 0.1645338
0.06389259 0.9810362 0.1608681
0.0632008 0.9806137 0.1564246
0.05321438 0.9896222 0.1720762
0.059816 0.9791782 0.1612219
0.02354277 0.8823934 0.2056449
0.002372309 0.9719621 0.2539564
0.03248374 0.978761 0.2089738
0.02867636 0.9791973 0.2069511
0.03097002 0.9710869 0.2031391
0.02734547 0.9791358 0.2113603
0.02960151 0.9763094 0.206031
0.03390754 0.9733876 0.2006394
0.03071758 0.973251 0.2053873
0.03486111 0.9820196 0.2063774
0.02719968 0.9795642 0.2046006
0.03261021 0.9738341 0.2001808
0.8351245 -0.1705908 0.06671349
1.16191 0.1744405 0.01683026
0.8692781 -0.02132701 0.05338848
1.141354 0.03655469 0.2485819
0.7117023 -0.09823238 0.05132973
1.169091 -0.3208704 0.1243374
0.8080727 -0.004711094 0.1539666
1.113923 -0.2791744 0.1015917
0.8186133 0.02941875 0.01561624
1.32849 -0.01793274 0.1674011
0.7793672 0.02636853 0.05040914
1.138441 0.005447673 0.22347
0.7616743 -0.1972014 0.108434
1.281561 0.1960348 0.0263403
0.9127218 0.09828129 0.09484292
0.9683308 -0.01839503 0.1010949
0.9703676 0.03079857 0.03939549
1.115685 -0.1319819 0.09109324
1.015893 0.01326126 0.2282108
0.8753264 -0.1467548 0.1294045
1.132339 0.2902702 -0.007469372
0.8249815 0.09048112 0.07977925
1.04979 -0.04042877 0.2502395
0.8359606 -0.178046 0.09091323
1.293207 0.2136249 0.05701481
0.7822866 0.02979988 0.09780637
1.102555 -0.3292886 0.07956854
0.9264709 0.1688199 0.02073477
1.107708 -0.2316734 0.03354055
0.8375343 -0.007095279 0.1759553
0.6465731 -0.08540511 0.08986463
1.468794 0.0519063 0.1813205
0.8124423 0.08489938 0.007170769
0.6823072 -0.03645532 -0.05527401
0.7107232 0.1841125 0.04837307
0.869913 -0.09519135 0.06497712
0.8193515 -0.039433 0.06062557
0.7027263 -0.03052633 0.1921071
1.345954 -0.4518837 0.1014402
0.5925578 0.06051257 -0.0109427
0.9676876 0.3198058 0.1089194
1.837341 0.2156329 0.3726732
0.6324738 -0.008469838 0.0603593
0.569933 0.0389747 0.1073726
0.7463543 0.04569931 0.1679047
1.682243 0.08275117 0.1534596
0.8244257 0.2556202 0.1001284
1.292047 -0.4766544 0.3134589
1.282694 -0.0009950422 0.04123845
0.6570128 0.06424309 0.1339634
1.172461 0.04517522 0.2546444
0.8954214 -0.1246639 0.2220997
0.9128394 -0.1156589 0.3286637
1.504698 -0.4378327 0.3580575
1.021129 -0.3579245 0.2373034
0.9546941 -0.5374253 0.2096639
1.076159 -0.3398706 0.1234578
0.9415751 -0.361047 0.1001307
0.6854776 -0.1814753 -0.01550734
1.004624 0.06311135 0.005224253
1.085701 0.000375688 -0.001613642
1.533312 -0.4966569 0.002825106
1.017183 -0.3601521 -0.0008775601
1.026577 -0.8569783 0.106421
1.127803 -0.2523313 0.1821251
1.15958 -0.4132798 0.03603606
0.5924735 -0.08631172 -0.01170284
1.102883 -0.0244046 -0.05984021
1.448341 -0.6534087 0.0009836341
0.8386514 -0.2071433 0.05287631
0.7583215 -0.04677565 0.04762184
1.058111 -0.3246347 0.2874681
1.339808 -0.2300657 0.3263142
1.302197 -0.280285 0.3260227
0.9989229 -0.2559651 0.1526606
0.9535095 -0.0578003 0.0734977
0.9927275 -0.03167532 0.1887824
1.018949 -0.03349912 0.1395134
1.023471 -0.02449382 0.1643381
1.007432 -0.02578044 0.1759901
1.011802 -0.03553039 0.1613311
0.9946962 -0.03221617 0.1387605
1.014132 -0.03656874 0.1435448
1.01695 -0.03529086 0.1402595
1.020652 -0.0318044 0.1557417
1.025274 -0.02900005 0.1141577
1.011756 -0.02671806 0.146744
1.014827 -0.01719565 0.1371211
1.020307 -0.0222325 0.1402345
1.014227 -0.02228244 0.1613372
1.012817 -0.01195803 0.1608483
1.012062 -0.01573941 0.1557898
1.015311 -0.01408285 0.1535372
1.013713 -0.03025142 0.1447262
1.015668 -0.02024069 0.1480173
1.018258 -0.04240558 0.1063343
1.023542 -0.01696218 0.129896
1.008392 0.09873884 0.1739843
1.005847 0.03041106 0.209556
1.008884 0.04455177 0.1655851
1.012896 0.02947119 0.155098
1.018713 0.03027047 0.1499674
1.011347 0.03280963 0.1505419
1.010462 0.03658553 0.1481189
1.010302 0.0356271 0.1550654
1.013981 0.03478809 0.143753
1.014363 0.03041741 0.1503938
1.015039 0.03370495 0.1348571
1.015723 0.1163099 -0.01487013
1.025578 0.05605674 0.008474988
1.026993 0.06551311 -0.0008814564
1.014011 0.0660246 0.01272249
1.021779 0.06389327 -0.003733946
1.019414 0.09032522 0.004600208
1.024337 0.06520763 -0.0110498
1.023005 0.04912399 -0.007556689
1.017443 0.09955234 -0.03186479
1.02584 0.07733255 -0.002729782
1.013842 0.07268667 0.007335938
1.021142 0.0612236 -0.01487462
1.024535 0.07244588 0.005614442
1.015937 0.07375356 -0.003028665
-0.1531223 0.2998872 0.9434692
-0.1304234 0.2756118 0.9476907
-0.1391014 0.1995584 0.9758336
-0.1212937 0.2321602 0.9347257
-0.1585575 0.2210701 0.96466
-0.1653391 0.2021508 0.9573165
-0.1767996 0.2016174 0.9611029
-0.1835315 0.1988378 0.9636603
-0.1803649 0.1976398 0.9655515
-0.1832843 0.2032903 0.9665263
-0.1743317 0.200109 0.9678437
-0.1732261 0.1935395 0.9601731
-0.1013017 0.106649 0.9687105
-0.2159383 0.2013305 0.9536818
-0.2214502 0.2172775 0.9527337
-0.2382661 0.1951768 0.9533145
-0.2212609 0.2192305 0.9480909
-0.2292732 0.1951905 0.9500353
-0.2083449 0.2159053 0.9556042
-0.2222464 0.2410333 0.9493587
-0.2172564 0.1837554 0.9711103
-0.2158624 0.1994146 0.9606582
-0.1886419 0.2080677 0.9548529
-0.2454728 0.1890615 0.9502816
1.087656 -0.1360476 -0.1366431
0.8477664 -0.1010777 0.1332499
1.094013 0.02965835 -0.02315395
1.029215 0.03366615 0.1292237
1.016828 -0.04604904 -0.06033019
1.495015 -0.2400425 0.09004542
0.5572062 -0.02071161 -0.03801499
1.1802 0.04449541 -0.3011468
0.8065676 -0.02282806 0.06704818
1.103734 -0.07189103 0.1726794
1.138832 -0.0749144 -0.1965034
0.8587673 0.1150378 0.07726742
1.288311 0.02178354 0.1400972
1.063239 -0.1919507 -0.3872919
1.008239 0.09072913 -0.1172605
1.243621 0.005496222 0.221095
1.047116 -0.04974388 -0.07137663
0.9096316 0.1455494 0.2005247
1.003721 -0.2592455 -0.1396694
0.7866542 -0.04714311 0.1162916
1.022964 0.03697672 -0.2193424
0.8847244 0.1443687 0.08820235
0.880402 -0.05554841 -0.3332945
0.7985522 -0.105793 0.08909347
1.240901 -0.28625 -0.156419
0.7368018 0.04334928 0.01322721
0.8915708 0.0290273 -0.02949556
0.8055827 0.09900488 0.149517
0.7047963 -0.0172937 0.07046456
0.9815767 -0.2254803 0.1256684
1.222443 0.05267512 0.05851141
0.7375975 -0.008338547 0.1514027
0.9222937 0.1110958 0.08033689
0.8932954 0.009689941 -0.07308949
0.8776376 -0.01470058 -0.1507472
1.025414 -0.1823134 0.0902334
0.8566864 -0.2407785 -0.1363288
1.026578 -0.1619267 -0.1174586
0.7438926 -0.06766318 -0.08622147
0.987634 -0.2057586 0.03533544
1.391686 -0.2015216 0.03087159
1.21261 -0.2272546 -0.03697371
0.887421 -0.1909662 -0.2937915
0.8954774 0.02913635 -0.0221092
0.7635854 0.08525059 0.08426422
0.9462481 0.02331812 -0.03978058
0.5328612 0.04620422 0.06091515
1.777913 -0.5342841 -0.07311548
0.8063172 -0.1032193 0.01394001
1.02831 0.1309374 -0.1132136
1.518325 0.03735466 -0.09662484
1.092754 -0.04817752 -0.3174527
0.7604856 -0.1786162 -0.1141224
1.046703 -0.2434244 0.02907865
1.389874 -0.390906 -0.2271896
1.206283 -0.2137613 -0.02407548
1.397796 -0.1697982 -0.03178575
0.8593701 -0.09643379 -0.02228056
0.6247251 0.03404346 0.1839018
1.904867 -0.1287084 -0.001497967
0.7566558 -0.1307969 0.08891206
0.513995 -0.2866147 -0.002416795
0.8664243 0.1292827 0.2579923
1.292136 0.1331516 0.01098145
0.6321252 -0.05500318 0.07910178
0.895455 -0.1481847 -0.1816877
0.7094634 -0.1870417 -0.3028529
0.8262012 0.02740995 -0.1829599
1.271987 0.0977782 -0.1062273
0.846039 -0.1422963 -0.3996144
0.7549957 -0.2192153 -0.09041714
0.794343 -0.07749421 -0.08578306
1.371126 -0.3341505 0.002759065
