"x" "y" "z"
0.01748944 -0.005590199 0.00427399
-0.004888074 0.00670991 0.00661432
-0.002684788 -0.003946175 -0.00601195
0.02371754 0.001418265 0.006106112
-0.003456023 -0.001733031 0.001187094
-0.002048625 -0.005026944 0.007193821
0.01320046 0.001973605 -0.005482074
-0.03167277 -0.08279653 -0.06853677
0.1639043 0.07091917 -0.1035342
-0.2697548 0.1141054 0.09665943
0.2168748 0.3147831 0.2468952
-0.07347981 0.0464357 -0.1057053
-0.1472076 -0.1339827 0.03459929
-0.1352451 0.1044417 -0.09915268
0.07214632 0.05744205 -0.05147932
0.2345869 -0.06646126 -0.1529373
0.2142435 -0.2174469 -0.06933456
0.01085412 0.0806832 -0.0931886
0.009689766 0.007337661 0.02158751
-0.0817826 0.09677723 0.1833785
0.1780595 -0.1551865 0.06389609
-0.07707526 -0.1920467 -0.02027491
-0.00162328 0.09339006 0.04128632
0.1294089 0.138493 0.05647909
-0.203374 -0.267241 -0.0907226
-0.2729283 0.04314069 0.007450586
-0.05619836 0.1149473 0.1298598
0.3283214 -0.1839234 0.01676428
-0.0819106 -0.1842148 -0.05892347
-0.0864366 0.09523166 -0.1057769
-0.04885672 0.1537948 0.0983505
0.2963933 -0.03845549 -0.148875
0.2626187 0.04877156 -0.05653525
-0.2831248 0.02523124 0.0975314
-0.05625137 0.07088459 0.1203407
0.3262549 0.1221147 0.1736371
-0.3004075 0.0281919 -0.130472
-0.03107048 0.1951085 -0.008433126
-0.167683 0.06234269 -0.04173694
-0.03347896 0.1137476 -0.06792319
-0.1786617 0.09782617 -0.06659843
-0.1183343 -0.06422046 -0.03716395
-0.1263906 -0.04987753 0.04397066
0.2782651 -0.2199689 -0.2273025
-0.245649 0.21513 0.08304414
0.0251686 -0.04289178 0.05161132
0.1738578 -0.1993129 -0.2855263
-0.3416238 0.1237009 0.05867251
0.1562499 -0.2427327 -0.3108393
0.2946623 0.3005509 -0.2732326
0.09521716 0.1045859 -0.03796672
-0.2770287 0.1307804 0.04879431
0.02283328 0.07903578 0.02256972
-0.3647585 0.09769928 0.1576034
-0.2623662 0.2772185 0.2301918
0.1569091 -0.1092723 0.1695281
-0.1365342 -0.1551866 0.1197347
-0.08353831 0.1295174 -0.07491383
-0.2017849 0.1467882 0.1457748
1.071047 -0.4276647 -0.02779731
-0.2943051 0.1485297 0.2230528
0.3655341 0.1947684 0.1793688
0.117281 -0.321309 -0.4257033
-0.04076262 0.03787087 -0.1218738
-0.03769661 0.05848878 0.01533422
-0.08162489 -0.01460839 -0.06463858
0.3377373 -0.1385869 -0.399409
0.03127688 -0.05886337 -0.2149957
0.3137912 0.188432 0.01826056
0.4131978 -0.07748923 -0.405412
-0.07958646 -0.08963647 -0.02638978
0.01426641 0.2990148 -0.1183459
0.269275 -0.1361952 -0.49593
0.03458997 0.07277919 -0.01711646
-0.05676755 -0.06745048 -0.05703884
-0.1931831 0.1378674 -0.005048167
-0.2029268 0.00485716 0.1971634
-0.1574444 0.2546801 0.0698823
0.2355948 0.0639848 -0.08134841
0.2030753 0.003992625 -0.3858383
0.07369388 0.1060078 -0.3493889
-0.1412082 -0.06718014 0.09988208
-0.04313969 -0.05751804 -0.1011238
-0.1796844 -0.09023708 -0.0367891
-0.07559942 -0.1729763 -0.05293499
-0.1540884 0.1190051 0.263561
-0.03934137 0.01643822 0.1960074
-0.01346017 -0.04334006 -0.003052181
0.01236177 -0.007586928 -0.03240154
0.00191501 -0.007884697 -0.007344011
-0.003677703 -0.009625699 -0.009070581
0.003034572 0.007966205 0.0123905
-0.0009231566 0.0004383195 0.01433737
-0.005061688 0.002810538 0.01758551
0.002334299 0.005500214 -0.005839414
-0.0001590355 -0.0007693108 0.004240634
0.001081136 -0.00621357 -0.01098382
0.02779451 0.0560482 0.1097381
0.005982132 0.01275408 0.00233716
-0.002284249 -0.006479434 -0.01522743
0.005688512 -0.001370963 -0.0009758842
0.0006390347 0.0006388044 0.002991153
-0.00103429 0.004108497 -0.005435651
-0.0003596886 -0.0005541027 -0.00572171
0.00299758 0.001570293 -0.0005149138
0.0008457748 -0.008472002 0.001717944
0.0005102594 -0.00704413 -0.003770771
0.0002426058 -0.002094776 0.001100113
0.004546808 0.006368786 -0.005981119
0.02371127 0.1876287 0.08566192
-0.01465999 0.04160398 -0.004882595
-0.01333663 0.02993197 0.02472913
-0.001776365 -0.004355165 -0.006071517
-0.001875326 0.006291297 0.008282212
0.003119009 0.0004469863 -0.007577109
-0.01846481 0.005014449 0.01878285
0.002019595 -9.797835e-05 0.006397895
0.002396582 0.001908726 0.001374962
-0.005193795 0.0008663415 0.006034209
-0.0003179548 -0.001520417 0.004309521
0.2611171 -0.280973 -0.2850767
-0.02286602 0.008443955 -0.03048695
0.0004215918 -0.007196339 0.01521815
0.008565977 0.00226648 0.006172692
-0.01036776 0.0106567 0.02229515
-0.0001213257 -8.438109e-05 0.01058917
0.001278003 2.786593e-06 -0.004310886
-0.001484486 0.003429811 0.007790472
0.002835146 0.001203834 -0.002205785
0.0006584056 -0.001510747 -0.002109256
0.005852148 0.0200265 0.006872156
-0.282714 0.04907144 0.009498658
0.05801195 -0.01703135 -0.008638696
-0.01065603 -0.01034594 0.01289896
-0.007676804 -0.002993738 -0.001153496
0.001706346 -0.00133918 -0.001577044
-0.00134759 -0.001178088 0.007132053
-0.002071203 0.0003384282 0.009470599
-0.001847692 -0.00160471 -0.002538167
-0.009219026 -0.01032235 -0.00486632
0.0004072889 0.0004716487 0.004805007
0.003571952 -0.004680075 -0.008080663
-0.02104421 -0.0299762 -0.1008989
-0.01295924 -0.01266161 0.02010536
0.01227305 -0.004608273 0.002339735
0.006777512 -0.006845093 0.001897065
-0.01393224 0.01391156 0.002707251
0.004404818 -0.007073306 0.006407493
-0.00154412 -0.002833091 0.004493454
0.005170002 0.002663784 -0.003992237
-0.004263147 -1.882316e-05 -1.601304e-06
0.0006777242 -0.0001767909 0.003179857
-0.002593279 -0.004303244 0.006193147
-0.001879164 -0.0007900834 0.006596868
4.33775e-05 -0.001172557 0.001731196
0.2470754 -0.06888416 -0.09532809
-0.04959 -0.3309907 -0.01285224
-0.2635927 0.1032236 0.05634258
0.476741 0.1780288 0.337749
-0.2419112 -0.07032633 0.03327334
-0.03053709 0.1754501 0.0317844
0.05279575 0.1725881 0.1234226
-0.01339904 -0.167158 -0.02664319
-0.2075743 0.07421675 0.06452144
-0.03559944 0.08784413 0.1169393
0.3456772 -0.4058812 -0.03284843
-0.05143877 -0.2002313 -0.05111192
-0.01601943 0.1654258 0.04039241
0.105377 0.156462 0.07516326
-0.1355045 -0.3519504 -0.0167473
-0.07722998 0.1541633 0.0177996
0.1890527 -0.1428629 -0.2484717
-0.2029961 0.1087898 0.0165706
0.4338774 0.1225984 0.257015
-0.1033354 -0.3670726 -0.02403712
-0.06001271 0.1824711 0.003306987
0.3975716 0.05879369 0.03078283
-0.1453313 0.00797665 -0.02023807
-0.1094414 0.05746421 0.1339067
0.309766 -0.6297526 -0.1488808
-0.2968143 -0.09330844 -0.01162965
0.01688191 0.133395 0.01386227
0.3744095 -0.1798811 -0.2455935
-0.1986783 0.003772671 0.01014446
-0.2897321 0.1150599 -0.005038911
-0.1879788 0.05689303 0.205496
-0.3753908 0.02534604 0.161762
-0.06300371 -0.001425343 0.08197117
-0.3271597 0.1255529 0.002205342
0.3454274 -0.3487391 -0.3080987
0.1529462 0.2671705 0.1090651
-0.1215591 -0.1767447 -0.2091843
-0.2967634 0.09506924 -0.1178496
0.3048196 -0.3721039 0.1422422
-0.39522 0.263054 0.2310805
-0.1543388 -0.05758003 0.0766267
0.5201665 -0.4470994 -0.2010866
-0.02841197 0.282799 -0.1173363
-0.2886197 0.1684267 -0.06382368
-0.2339082 0.1821414 -0.09635678
-0.2070513 0.3548726 -0.02160263
0.9868694 -0.2489679 0.2126984
-0.2156619 0.2466738 -0.01361236
-0.3159695 0.1797446 0.1153201
0.09299833 -0.1964156 -0.1467801
0.01706551 -0.2127528 -0.4348004
-0.189692 -0.1942034 0.02899627
0.0545921 0.09496327 -0.1393609
0.1252679 0.1239397 0.05113244
0.26907 -0.3209725 -0.2585292
-0.1972941 0.04870433 -0.06930432
0.3387493 -0.4908727 -0.199066
-0.1147913 0.08913528 -0.05446117
-0.0631715 -0.122376 -0.1025524
-0.1780638 -0.2071873 0.01499953
-0.15181 0.006482518 0.1740061
-0.3044631 0.156339 0.002725969
-0.1168374 0.05541043 0.1949835
-0.03114517 0.03933694 0.07265093
0.5039676 -0.3540748 0.2345205
-0.03279632 -0.1863384 -0.1366398
-0.06747141 -0.1140598 -0.1551045
-0.2220983 0.1799207 0.01294327
-0.1372345 -0.0433078 -0.2428076
0.09177016 0.1750012 -0.04896775
-0.019343 0.002270535 -0.03946085
-0.01077207 -0.08447214 -0.08863766
-0.3949501 0.153463 0.02010796
-0.2656476 0.08905029 0.1197386
-0.2253377 0.1421473 0.05681412
0.06131741 0.1481802 0.2305937
-0.03333633 -0.005487181 0.1577464
0.00876213 0.02293472 -0.02202991
0.01332106 0.01595465 -0.03411256
0.001348597 -0.0002459416 0.01999983
-0.001479621 0.02389423 0.03430905
0.004855134 -0.007320518 -0.02822218
-0.01444939 0.04517237 0.02824236
-0.01139367 0.007738533 0.0090367
0.005269786 0.003899974 -0.01273684
-0.005305432 -0.0004325875 0.005705267
-0.001210326 -0.003894724 0.00285556
-0.005119053 0.0002026995 0.006319016
0.001140831 -0.01029153 -0.01226306
-0.001678372 0.005078804 0.007624788
0.004268425 0.0003030728 -0.02112235
0.05897042 0.252199 0.1299358
0.004753908 -0.009977909 -0.03883017
-0.001852541 0.001495928 -0.0142751
0.002595702 -0.01154324 -0.006606662
0.002579776 0.0004804514 0.009532222
-0.003094219 -0.01103138 0.02066694
0.004583003 -0.00234226 0.009802178
0.005645268 0.03111825 0.005259423
-0.0009859781 -0.004561351 -0.002700773
-0.003319407 -0.009693956 -0.003111967
0.005266677 -0.006151744 -0.006887121
-0.002471381 0.02366821 0.00347348
-0.03961074 0.1135933 0.02743499
-0.01253961 0.006072349 5.574163e-06
0.005143651 -0.002753218 -0.01610472
0.001262648 0.004691775 0.003701803
0.004646613 -0.006514348 -0.02320899
-0.001226707 -0.0009598778 0.005007461
-0.0007901387 -0.004335766 -0.004398282
-0.00765489 0.01157402 -0.01124091
0.005947545 0.005500049 -0.02754797
0.000651219 -0.00106844 0.002536582
-0.004017135 0.002691025 0.00670518
0.004584766 0.002518652 -0.016153
0.004553696 0.01683611 0.05478297
0.01028615 0.007095364 -0.02703173
0.009170359 0.0129318 -0.003611589
-0.009844415 -0.01651675 0.007489719
-0.003727741 0.02901087 0.0191832
0.007631353 -0.01715974 0.006802585
0.002546501 -0.003713155 0.001188743
-3.937841e-05 -0.002337122 0.007323862
0.001467345 -0.009405587 -0.01562497
-0.001261942 -0.006996142 0.036457
0.001474119 0.02057112 0.01100265
-0.001285042 0.00543324 -0.003395963
-0.4034982 0.05853916 0.05067679
0.05002543 -0.01815578 -0.01894741
-0.006313449 0.001881486 -0.003709531
0.008507308 0.01942922 -0.008548265
-0.003275033 -0.002832959 0.005514121
0.002100822 0.002788784 -0.003536001
-0.007068815 -0.0005613094 0.005462914
0.008089984 -0.004218314 0.007329814
-0.002744502 0.00156745 0.001445282
0.004034041 0.005742877 -0.009235892
-0.003518568 -0.002467239 0.003595725
-0.002412693 -0.002147795 -0.0009556524
0.004487036 0.003711884 -0.009126249
-0.006416097 8.440845e-05 0.009350668
0.005580746 -0.001632525 -0.004229954
-0.0002868851 0.001066663 0.001941798
-0.1736392 0.008708044 0.01004382
0.0474395 -0.0647419 0.008484851
-0.003541232 0.02039543 -0.05240326
-0.01296938 9.303178e-05 0.008834189
-0.003078396 0.006603365 0.00295215
0.001429298 0.005609431 -0.0002302569
-0.001429468 -0.002783985 0.0004502273
-0.006339526 0.0007168641 0.00329685
2.888947e-05 0.001418952 0.002009836
0.006423187 0.0002344623 0.00233549
-0.004031457 0.002968936 0.002673673
0.004134167 0.001879182 -0.001193356
-0.006407116 -0.002075675 0.001176678
0.008982142 0.007810746 -0.00311561
-0.06396402 0.08225334 -0.1367882
0.25154 0.326178 0.1175927
0.3395228 0.004249163 -0.06283288
-0.1192578 -0.01548637 0.07943848
-0.1922104 -0.1757486 -0.1188834
-0.08343535 0.1251219 -0.03939219
0.3338945 -0.2499435 -0.03441578
-0.06544881 0.06007221 -0.002734499
0.1420031 0.02604032 0.142874
-0.1363231 -0.180017 -0.1061575
0.09751222 0.2023603 0.001835854
0.199665 -0.04761132 -0.02177563
-0.2444404 0.01288841 0.007723434
0.1146848 0.08708677 0.2423369
0.002175629 -0.07357928 -0.0126778
-0.0721289 0.1606395 -0.01543617
0.02456849 0.01312412 0.08961296
0.01126533 -0.1520149 -0.07749838
-0.07070721 0.1869043 -0.020135
-0.2627126 -0.114754 -0.02729688
-0.1559729 -0.02502378 0.07205709
-0.07208447 -0.1908487 -0.06744909
-0.1067595 0.08424234 -0.07337505
0.1957816 -0.3671673 -0.09332613
-0.2217605 0.03231668 -0.01337506
0.2488671 -0.003306704 0.02764007
-0.174909 0.1543665 -0.09123893
0.2427332 0.04582938 0.06910891
-0.07649186 0.08601939 -0.02763637
-0.04474232 0.05130382 0.108998
0.02401616 -0.1170233 -0.1005904
0.03560554 0.1640052 -0.05041764
0.2846514 0.1157261 -0.0127205
0.3773863 -0.1953819 -0.03471753
-0.235464 -0.03582476 0.000891304
-0.435601 0.08700162 0.05222988
0.02775912 0.01227205 -0.06373186
-0.3371102 0.08847844 -0.006863144
-0.2252162 0.0132946 -0.01849307
-0.2518436 0.06728022 -0.1157434
-0.2040305 0.002720664 -0.0664678
-0.1457575 0.0527214 0.06165332
0.8235328 -0.06811487 -0.03681255
-0.07265612 -0.05356878 -0.06459502
-0.2265924 0.03874113 -0.0190723
-0.08607018 0.02881143 0.06216362
0.1467858 -0.08470072 -0.07437018
0.6991472 -0.1876296 0.1946231
-0.4374579 0.09740199 0.02277827
-0.04477549 -0.08067187 0.0674415
-0.2959089 -0.04083863 -0.03907299
0.0945997 0.0748048 0.1374063
-0.003446925 -0.07552152 0.0711893
0.4410191 -0.2894875 -0.03237331
-0.04781394 -0.04275102 0.1850419
-0.3691585 0.04227428 -0.08077575
0.09022076 -0.09136399 -0.06621384
0.3914772 -0.05347865 -0.1358436
0.009047518 0.2268808 -0.07912902
0.1311309 -0.4396971 0.2078847
-0.07243112 0.07412135 0.1172254
-0.2499948 0.05830581 -0.04324625
-0.01857447 0.2132665 -0.02788591
-0.2547356 0.0002946786 -0.07826994
-0.2555419 0.1392048 -0.07004355
-0.03947861 0.2049368 -0.09049954
-0.2437687 0.03811093 -0.05898317
-0.06153124 0.0674035 -0.1105978
-0.1832737 0.04145704 -0.06070255
-0.2718692 -0.01896425 -0.08631778
-0.029237 -0.09624489 -0.01543804
0.001724433 -0.08299671 -0.007395326
0.2849405 -0.2434577 0.2280848
0.0531402 -0.07933515 -0.1302098
0.1150418 -0.03353939 -0.1497111
0.7148429 0.004721964 -0.1175091
-0.1183977 -0.1438437 -0.1144362
0.09389547 -0.07152345 0.1142258
0.1316644 -0.4145448 -0.1660834
-0.1476895 0.01240763 -0.02585188
-0.08910338 -0.05169857 -0.0408962
-0.03587574 -0.1209666 -0.1458541
0.2545353 0.2883068 -0.01176462
-0.07323694 0.08755609 0.249094
-0.009881462 -0.04811474 -0.001779237
-0.001527362 0.02821111 -0.05581102
-0.009928265 0.03064351 0.002462761
0.007559849 0.0294701 0.006099251
0.0001787815 -0.006454427 -0.001877082
0.002987168 -0.002529224 -0.00801701
-8.637823e-05 -0.0130886 -0.006346639
-0.002152234 -0.0002359199 -0.01173686
0.002572214 -0.01624152 0.01296851
-0.007656461 0.02913913 0.0358959
-0.002460292 -0.002490798 0.00300033
-0.001343229 0.0178101 0.01672019
0.002125798 -0.01743071 -0.007493167
-0.005581402 -0.00328677 0.0004863681
0.1004115 0.2257743 0.08367001
0.01484694 0.07268631 -0.003119839
-0.007355523 -0.06065799 -0.005300007
-0.0004834487 0.004265479 -0.005969176
0.001190756 -0.04451371 -0.02108988
-0.006904325 0.1054703 -0.005748797
0.001359753 0.01030278 0.00650616
-0.005877733 -0.04949945 0.009010494
0.001909728 0.003293834 -0.002356148
-0.0009096031 0.03052837 -0.02143524
0.0008392861 -0.0058858 0.005342077
-0.004988068 -0.01677007 0.02479453
-0.1034902 0.6004508 -0.04797971
-0.03287189 -0.02819307 0.007869104
0.01224803 -0.01497847 -0.01499223
-0.005110977 0.01149488 -0.0005398954
0.003020678 -0.004875641 0.0005270885
-0.003533362 -0.001244313 0.002621159
0.004384572 -0.003855267 -0.006822792
0.002509673 0.01448139 0.01888367
-0.004381379 0.001939929 0.01052774
-0.006837512 -0.008436073 0.01211791
0.001554597 0.004535327 -0.005135046
-0.001990746 -0.0009520337 0.0022598
-0.001462596 -0.001115623 0.006259876
-0.001287383 0.002790447 0.009248718
-0.1013674 0.2926112 0.4085078
0.01587586 0.04896724 -0.005150118
0.007790848 -0.01981938 -0.03180189
-0.002004571 -0.02973306 0.0004705568
0.002161889 -0.03805955 -0.006163189
-0.00314081 -0.004686573 0.003108703
-0.001695986 0.00102689 -0.0103965
0.009142262 0.02037147 0.008899506
0.002801627 0.05401015 -0.009540575
-0.01030044 0.08828193 0.02872126
0.006024787 -0.009171703 -0.0234351
0.08459216 0.09134705 -0.05672078
-0.6109426 0.2731605 0.08798555
0.008912102 -0.05796295 0.007404497
0.01594346 -0.006316361 -0.001279853
-0.007010967 0.002772576 -0.004454035
0.001416052 0.0003128803 -0.000259304
0.005004574 0.002602208 0.05190075
-0.009689648 0.02144542 -0.01620096
-0.0001821118 -0.007172213 0.004927669
-0.001613457 -0.001140211 -0.002733597
-0.001446946 -0.002455451 -0.00532567
-0.01049572 0.006805285 0.0105141
0.004916914 -0.005898285 -0.003735204
-0.4093246 0.08794754 0.08705219
0.006298258 -0.0449567 0.05224109
0.01374576 0.003310684 -0.01355428
-0.007202647 0.00524913 -0.003952277
0.002032609 -0.008248794 -0.00743813
-0.003296813 0.001451963 0.003249619
-0.001417915 -0.00139966 -0.001762482
0.002500983 -0.004562023 -0.006762931
-0.001265531 -0.00514091 -0.002279169
0.003934092 0.004334335 0.0005606865
-0.004399371 0.0007947628 -0.0001391206
0.002505936 -0.005269666 -0.004073076
-0.1863873 -0.1436222 -0.05189485
0.1366493 0.2371175 -0.09881237
-0.1495084 0.01755913 -0.04483077
0.1228985 0.07076224 0.1371587
-0.31141 -0.05816355 -0.04658707
0.1567965 -0.2695002 0.02175838
-0.2128628 0.04036595 0.05825233
0.09262691 -0.2349239 0.002755756
-0.2019971 0.07195604 -0.08002949
0.3149 0.0152737 0.07086263
-0.2373946 0.05585892 -0.04977205
0.1161972 0.04883434 0.1190205
-0.2575627 -0.1535141 0.002951445
0.264299 0.2252887 -0.08814168
-0.1022003 0.1513389 -0.007125426
-0.04745026 0.01601056 -0.03288439
-0.05943631 0.03939679 -0.06095307
0.09254598 -0.07087897 -0.02115614
-0.005868685 0.04702668 0.1324863
-0.1505609 -0.1123051 0.04238171
0.1149496 0.3228587 -0.114163
-0.199446 0.1261419 -0.01576596
0.02312656 0.002776679 0.149281
-0.1824749 -0.1411597 -0.01662385
0.2808629 0.2481107 -0.04657633
-0.2417818 0.07906811 0.007487715
0.08184413 -0.2849995 -0.01043133
-0.0887782 0.2031726 -0.08889605
0.09525412 -0.1943172 -0.07638384
-0.1709705 0.00946771 0.01935593
-0.3541899 -0.04574229 -0.001675773
0.4551752 0.06586086 0.08193347
-0.1921137 0.07039943 -0.1208979
-0.337926 -0.02815413 -0.1893701
-0.2880678 0.1939965 -0.08296352
-0.1304511 -0.126105 -0.07079262
-0.17227 -0.03590709 -0.07018854
-0.3214743 0.01911458 0.09926736
0.3660069 -0.4184914 -0.01684344
-0.4236324 0.07819898 -0.1368428
-0.04148222 0.3202061 -0.01877273
0.8330526 0.2386766 0.2386092
-0.3711624 0.01015298 -0.09314991
-0.436462 0.07299933 -0.02753828
-0.2766562 0.06851324 0.05292327
0.6932462 0.1129804 0.02599477
-0.1936381 0.2640795 -0.02643383
0.2830976 -0.4893032 0.1790012
0.2756738 0.02133109 -0.08681549
-0.3489537 0.09439626 0.01408603
0.1520328 0.07057071 0.106795
-0.1234248 -0.02563816 0.1183779
-0.1278661 0.03741307 0.2148246
0.4954566 -0.216929 0.2930845
0.01702518 -0.1608132 0.1579574
-0.05106594 -0.3459355 0.1298471
0.07122304 -0.1492033 0.04629366
-0.05672536 -0.1691415 -0.001349924
-0.324864 0.02820779 -0.1004713
-0.008716571 0.1452907 -0.1219014
0.0350633 0.1564759 -0.06678055
0.5444089 -0.2553636 -0.08244456
0.02622837 -0.1646142 -0.09445331
0.01889454 -0.6576071 0.02592845
0.1291527 -0.04422339 0.09458932
0.1707251 -0.2193215 -0.06748792
-0.4187682 0.1278654 -0.09024681
0.0801108 0.06401812 -0.1839961
0.4208591 -0.5117518 -0.09256214
-0.1495426 0.04947902 -0.01047815
-0.2340824 0.1700932 -0.03249103
0.05060692 -0.09077384 0.2066467
0.3284114 -0.006940293 0.2637406
0.3007398 -0.08122936 0.2364159
-0.004563423 -0.04801483 0.07008439
-0.04810594 -0.005657352 -0.104935
-0.02759808 0.008979622 0.07601434
0.004926992 -0.0061991 -0.01802448
0.006138199 0.009528183 0.02164343
-0.007465064 0.006019046 0.02359584
-0.0009485257 -0.001068409 -0.008789972
-0.01984923 0.004736527 -0.01955004
-0.001641744 0.003734077 -0.002477089
0.0005165959 0.003971227 -0.00498993
0.004247811 0.005954915 0.008193411
0.02605632 0.005355932 0.1252117
-0.004070565 -0.007238101 0.000380941
-0.003994216 0.004766031 -0.006520662
0.004262046 0.002326216 0.0008749942
-0.001265133 0.00172177 0.009888922
-0.002624206 0.00978316 0.003514402
-0.002732387 0.00279617 0.0003136668
0.0005922754 0.004110981 -0.00148911
-0.0006446991 -0.01239764 -0.01181102
-0.001111775 0.003294657 -0.002582185
-0.0003001245 -0.00566773 -0.01848104
0.002199723 0.03096752 0.02141038
-0.02925739 0.116773 0.1074864
-0.004995458 -0.02308701 0.02643758
0.00334487 0.00869723 -0.007992098
0.001834298 -0.01087792 -0.006103829
0.005592599 -0.00658027 0.0003628554
-0.002740836 -0.002396212 0.004867648
-0.001992815 0.0003292632 -0.002044387
-0.002478836 -0.0007291728 0.006020492
0.0005972329 0.0009322286 -0.008512379
0.00016729 -0.00355889 0.008049584
0.001614503 -0.0003570033 -0.01135162
-0.0704479 0.0990082 0.05818254
0.01210736 -0.02747241 0.004116013
0.00955663 0.005971886 -0.01676442
-0.01059627 0.003896344 0.01342622
0.0007076143 -0.005912405 -0.004191726
-0.002340248 0.02200084 0.005937084
0.002999997 -0.008136927 -0.01155844
0.0002463188 -0.01340139 0.01090044
-0.005480099 0.04064482 -0.0122238
0.006066462 -0.007119 0.02486481
-0.006613636 -0.005088243 0.02408543
0.0002187326 -0.009952797 -0.003456021
0.003323515 0.001094386 0.02592382
-0.005216515 -1.928799e-05 0.007294734
-0.756142 0.1077232 0.2255682
-0.03324671 0.02898257 -0.04277925
0.01287441 -0.02579625 0.008872434
-0.01478229 0.02046455 -0.02792745
-0.02913706 -0.0009014629 0.001004072
-0.0263152 -0.01645887 -0.004567901
-0.003086807 -0.003324628 0.0005074908
-0.004586858 -0.003279109 0.00330336
-0.004410088 -0.003358311 0.003109242
-0.007346053 0.002248224 0.00531601
0.003685275 0.002000401 0.006527867
0.0008054626 -0.003944019 -0.001704202
-0.1545458 -0.212728 0.0689663
-0.02039086 -0.07857129 -0.01629445
-0.008860407 -0.002230563 0.007129227
-0.01241284 -0.01736896 0.00284074
0.006484563 0.01764861 -0.004840756
-0.01017496 -0.01237086 -0.001783247
0.01707396 0.01309007 0.002631302
-0.01102812 0.02770124 -0.003189641
-0.01499001 -0.046974 0.02144122
-0.002511418 -0.009344207 0.005720585
0.02758054 0.009971194 -0.0005404422
-0.01779262 -0.01292188 -0.00131837
0.06881876 -0.1138656 -0.2311962
-0.1803946 -0.0525846 0.1402949
0.07007803 0.09775798 -0.0198573
0.0009222561 0.1095135 0.1135852
-0.009436826 0.03108597 -0.07092597
0.4678906 -0.1731807 0.08143557
-0.4719396 0.04225592 -0.0393098
0.1570233 0.115983 -0.2942386
-0.214909 0.05149119 0.06137313
0.07830272 0.002798077 0.1469713
0.1109278 0.009095155 -0.2209815
-0.1684824 0.1918629 0.04914104
0.2625524 0.09761439 0.1264431
0.04280126 -0.1378672 -0.3564707
-0.02091676 0.1258574 -0.1378484
0.2172812 0.0701863 0.2299167
0.0139474 0.01865988 -0.07006828
-0.1188788 0.2178659 0.2114042
-0.02116802 -0.1935959 -0.1296865
-0.2396129 0.02009334 0.1377028
0.003794574 0.1045718 -0.1908551
-0.1445414 0.21285 0.09910866
